token;freq
ια;3
tike;15
ɾĭ;2
lŏ;3
kĭum;1
kĭi;1
nŏ;1
tjŏ;1
oed;3
flip;13
tt͡ʃinɡ;15
sikait;1
ndo;10
ɡdus;2
flok;3
pool;145
elewin;1
xeei;3
koim;17
eɾjon;4
dwin;87
eɡxeɾ;5
ɡaei;3
ɾjans;12
blje;6
samoi;8
εν;2
κεφαλη;2
amjo;13
ɡoen;14
επιγραφη;1
sumpt;1
beʝs;1
dukan;2
bukit;6
doan;9
saleɾno;25
nikas;3
esop;1
εργον;2
jea;6
lakakis;1
pakos;3
okoɾ;1
sę;4
nauki;2
opaɾ;1
tex;8
pɾaw;2
kseɾp;1
nję;1
ɾodi;4
iwel;3
bɾees;26
lmt;3
kɾoeɾ;1
sapjes;3
bliɡs;1
ikai;2
fuku;31
emɡ;4
plite;1
dɾewe;8
dfeɾn;2
ɡoone;1
ʝeke;1
ɾkewi;1
suku;8
ɾoeɾ;6
ibb;4
tè;80
maî;53
ès;8
kees;22
waeɾn;1
fees;1
ulaeɾ;1
bail;11
sst;5
loeske;1
appljed;19
miṣɾ;3
maṣɾ;2
ⲭⲏⲙⲓ;3
îu;3
mw̄;3
ʿa;13
ϯⲙⲉⲑⲙⲏϣ;1
mēʃ;1
nkē;1
dsɾ;2
mə;9
χημεια;3
مصر;2
miṣ;2
muṣuɾ;1
miṣi;1
miṣa;1
ṣwɾ;1
pta;24
̣wt;3
kꜣ;2
pṭ;1
ʝkup;1
ɣυπτιο;1
ɡip;19
aἰɣαιου;1
ὑπτιως;1
ɡaju;1
ẅp;1
tjōs;1
αἰɣυπτος;2
saad;18
ɡlul;1
anwaɾ;34
fd;17
baʝ;20
tawil;4
ebɾuk;1
daeeb;1
aswan;26
siwa;101
uwei;2
ʝaʝn;1
kiɾʃ;4
misɾ;2
ʃaɾm;4
ʃeix;14
aɾiʃ;2
ʃeik;4
sjut;1
pɾeis;42
siwi;2
xiad;5
bilaɾ;3
xipt;1
kibt;1
uum;1
atɾaʃ;4
waab;7
djab;5
eab;2
taw;30
amiɾ;27
ʃaɾ;77
ʃaa;17
bbou;3
nouʃ;2
loukʝ;1
ʃiʃ;3
aiʃ;1
asaaɾ;5
maɾʝn;1
ssous;1
tkal;16
noɾm;13
pup;12
ksns;2
ipks;9
ɾunt;2
tt͡ʃs;7
dte;3
ɡbit;6
ifkon;4
bout;15
ɡts;17
bwouks;1
klim;4
loist;1
loaid;1
nut;55
atk;23
peɾno;3
wiaa;3
ifsk;2
peano;28
soɾn;18
esɾ;8
nkuɾ;6
noos;7
tolm;2
swat;8
maɾʃals;1
peus;11
ɾsɡ;10
kɾjeɡʃa;1
st͡ʃild;2
ɡbeɾt;8
αἰτιολογια;1
ἐξηγησις;1
ekˈseː;1
ἐξηγεομαι;1
ekseːˈ;1
fsiɾ;6
lĭum;2
ewan;17
ευ;1
αγγελιον;1
aeɾe;5
ɡɾjes;8
weɾn;2
pels;4
toɾʃip;9
lukas;53
nkann;1
neiks;2
bult;10
ισταμαι;1
ɡit;2
blun;5
tjat;4
ires;30
dle;18
loɡse;1
sioan;4
eiɾ;9
nawe;6
ɾweɾ;2
fljed;3
ɡtʝn;1
weeks;5
fenwi;7
biks;23
oɾem;6
tɾud;9
uxe;13
iieɾ;1
t͡ʃukwu;4
aβ;9
psen;8
βa;7
tda;10
tawo;14
ɾudi;39
dɾofi;12
ssimp;1
apoe;3
ɡɾn;2
aɡɾn;2
mwas;2
ɾmn;26
adɾ;4
taks;16
snoe;1
pɾam;13
ekp;5
snap;12
axis;2
tjent;7
updɾs;1
pdd;3
wwoks;1
noʝ;33
peksol;2
amanti;6
ɡd;22
nf;22
affi;12
οἰκουμενη;2
oikou;14
menē;13
œku;1
οἰκουμενικος;1
ɡɾak;1
aies;6
ttson;3
bɾent;29
blom;34
eɡli;5
neit;8
unum;4
sidi;41
lund;54
bjeb;14
afta;3
iboɾ;26
nimbɾi;1
tobɾi;1
axu;21
soult;9
saloɾ;2
djeɾno;2
laiwe;8
aswa;83
ʝeɾe;14
teeɾ;6
ram;14
αἰολος;2
pisi;3
exia;6
aloeo;2
et͡ɬjo;1
seɾka;3
seiks;110
teano;5
tiɾno;2
odɾe;2
ifte;2
t͡ɬjo;1
njai;4
δηιοπεια;1
αἰολου;1
tsjed;2
doʝs;9
ɡɾjal;10
kök;4
samaɾ;29
βαρβαρος;1
tʝnɡ;145
ɡean;5
etel;46
lul;27
kjeb;169
sso;19
xioɾno;16
eksaɾ;18
atos;16
fɾju;19
eɾju;3
laon;8
ɾjep;5
male;15
peauks;10
duns;18
dt͡ɬu;1
sjeɾs;11
ɡwel;14
alþin;7
emaɡ;1
sdes;1
bxäl;1
axin;6
ffis;1
teʝs;5
seem;6
dweb;1
axes;20
tɾust;35
okw;5
ukp;3
pɾeem;3
rupt;2
tpoin;1
fault;16
σπηλαιου;1
lajou;1
ɡouɾs;3
tɾoks;1
plao;2
aske;9
ɡɾod;5
wɾje;3
pʝen;1
fliɾt;4
t͡ʃjoɾ;14
ɾof;10
ʝaen;1
nawat;49
kuska;3
fmln;55
buke;15
aɲil;20
isal;24
pkn;6
spes;8
pulte;36
fpl;4
uʝoa;63
isss;5
alote;3
ɡoas;13
six;25
mate;23
baul;18
koate;13
maɾn;23
xalte;4
salte;2
moʝ;16
pljoʝ;1
enos;4
manwa;11
koai;1
nawi;19
bunkeɾ;9
sfb;1
mwp;5
kakawi;5
ulwas;3
atol;4
aio;49
ʝoɾt;4
tpo;29
miwe;1
εὐκλειδης;1
euk;2
klī;1
stoi;14
t͡ʃejo;1
δεδομενα;1
διαιρεσεων;1
ψευδαριων;1
κωνικῶν;1
πορισματων;1
ppos;13
τοπων;1
ἐπιπεδων;1
φαινομενα;1
ὀπτικα;1
εἰσαγωγὴ;1
ἁρμονικη;1
κατοητρικα;1
todwn;3
skoti;3
skot;3
oɾk;3
bɾoa;8
buɾns;56
bɾae;51
kaw;17
uplan;3
tɾju;18
naed;1
ail;16
oikel;1
ʝjol;5
beeaɾt;4
wooinɡ;1
knoks;31
ttiʃ;12
stated;3
kould;10
ɡɾanted;1
pɾìo;1
dewaɾ;9
udal;3
tpost;2
kaiɾn;1
t͡ʃaiɾ;18
ot͡ʃil;1
ɾaeɾ;3
ɡlens;2
spei;8
tnaa;2
teɾa;9
klàɾ;1
skɾeam;11
ɡaideal;1
kilt;9
ɡàideal;2
t͡ʃd;7
kpeɾ;21
wist;1
mwiɾ;27
tkakes;1
ɡxis;13
neaps;1
ttjes;4
bela;4
iɾn;1
binɡs;61
nauld;11
ibɾoks;3
fiɾm;3
pden;8
tɾoon;1
linɡs;30
tɾunk;6
rjes;28
kbɾa;1
uɡm;3
pwɾ;13
doun;3
aiɾʃi;3
ɾm;24
awkeɾ;4
t͡ʃaɾs;2
φυσικος;3
sikos;4
limp;38
tāb;11
manāṣiɾ;1
tʝɾ;27
ifdl;1
fit;23
pɾism;8
dɾm;10
adopt;1
knau;1
sfa;2
poole;11
suss;6
walʃ;67
dwɡ;7
leau;24
tt͡ɬob;29
lejeɾ;8
kjoɾ;2
übe;2
dunɡ;34
beɾɡso;1
susseks;20
stoni;4
suni;3
bilt;19
spep;1
φῶς;2
pōs;2
φωτος;1
tkant;1
pôs;1
ʝikan;13
eixe;4
mwo;52
pound;44
ʝowin;8
kkd;43
leeb;9
noud;10
dteɾ;11
odja;33
aliks;16
adɾjà;18
êtɾe;6
paiɾ;19
amat;28
sukaɾ;4
ubud;1
ɾiska;6
tjawan;1
udo;23
ɡlewood;11
olt;35
ffɾan;3
idees;3
seß;3
loß;4
ɾwand;4
ott͡ɬa;4
fkjano;9
bɾod;41
löwi;5
osek;3
dě;9
bɾadi;37
deoa;10
otti;4
sjens;3
fleis;28
baum;78
ɾuf;3
teil;36
klop;5
mant;24
šiškob;1
kleist;20
siak;7
t͡ʃkaɾ;2
enka;4
tišek;18
pɾaši;1
awes;4
fkja;7
pfes;2
dbank;3
salin;24
kăɾ;1
tă;10
ɾuki;12
neil;126
tɾaße;6
t͡ɬaɾ;1
baweɾn;4
fän;4
plö;3
lüs;1
fluɡ;3
ɡlü;8
tɾeu;10
nauss;3
t͡ʃaun;4
seweɡ;1
ɡast;18
abwei;1
denken;8
wuns;7
bäu;4
t͡ʃsein;1
fko;5
daɾst;2
tɾaum;7
ɾküns;2
t͡ɬaɾa;1
meit;4
ɾeuß;1
staen;1
stɾoe;2
salus;31
töm;1
elif;14
ɾepu;16
fɾankōn;1
leoes;6
saljos;1
sois;13
tuɾe;6
ɾê;20
pɾoe;40
ɡpɾf;2
ebjan;4
aek;16
oif;6
mees;11
bô;4
ɾjeuɾ;6
ktbt;2
tɾjom;3
pant;26
eten;3
asmp;1
ault;11
ukab;2
depaɾ;8
aron;23
bpɾe;10
tups;8
aksa;21
epaɾɡ;3
bnp;10
tɾat;8
aut;22
kœ;5
kô;14
teauks;12
boɾd;19
knɾs;13
tɾauɾ;2
edf;4
etanɡ;4
owest;3
t͡ʃaî;1
sfɾ;4
djoen;3
sasiano;10
ifop;1
ʝè;23
plô;1
iseult;1
ɡɾail;3
rout;1
lais;91
ɡantwa;5
ɡɾwel;4
taiɡ;34
pɾudo;16
dɾwon;2
ree;15
amjens;22
pjaf;5
ssens;7
tsouko;1
lè;46
lwenn;3
kkeen;1
sex;34
ṡuławski;2
tbak;4
blwa;1
otaɾ;2
bɾand;42
efeɾ;18
ɡiɡ;11
steak;4
milo;5
eklaiɾ;1
xieɾ;33
dowi;4
aɡbeɡ;1
kaɾls;8
ɡɾeenwood;18
kɡf;7
lbf;2
lsp;4
kaap;1
njees;1
adpɾes;1
dɾano;30
taķ;2
ɡil;33
ɾkɡ;1
õɾs;1
nikson;207
anjop;1
ν;19
kps;8
и;5
lieɾ;2
liss;30
δf;1
t͡ɬaf;1
ɡlès;4
xienko;1
tesː;2
eksos;10
nesː;1
mofi;2
alekso;3
riso;10
paeum;2
fɾjes;20
σφογγος;1
mikes;2
μυκης;3
t͡senköɾ;1
oomi;5
aɡaɾ;20
iae;3
npp;4
bjoʝ;1
dxil;1
ekot;2
wikis;39
laeoan;2
oom;8
soopa;5
dika;12
diwe;1
ɾjoti;1
plod;2
bpo;35
tʝnɡs;37
doo;44
ttɾess;3
afton;4
dooɾs;86
tɾamp;22
t͡ʃeɾs;17
lāɾ;1
faɾm;21
amiʃ;13
kakewa;5
ooden;1
awaja;75
wwo;2
ʃakeɾs;3
opje;1
eeni;1
meeni;1
mini;4
kfd;3
aibt;1
pɾod;8
nda;18
pfoɾt;1
dmos;4
ɡfoɾ;3
ɾeja;16
πυραια;1
πυραταια;1
tjuaa;1
iakou;3
twos;21
palm;60
bees;6
kɾat;5
state;1
lookinɡ;27
makeɾs;7
teɾou;17
boem;17
bɾwas;1
skout;29
ɡʝoɾ;2
enewe;87
alf;59
fluks;4
weks;13
anjon;46
anjo;61
edels;5
saɾi;24
lbl;2
ɡme;15
nɾ;30
bmk;5
seal;34
snɾ;11
bt͡ʃ;13
φυσις;4
λογια;18
ɾeils;1
ɾwoɾn;1
knut;14
mew;22
ɡljal;3
enid;7
eljon;5
tt͡ʃinɡs;9
ssos;3
fɾanķais;30
euks;2
mê;10
toaɾ;2
minɡs;51
ekkeɾt;15
nism;53
tais;25
seaweed;7
ɾoud;9
φιλολογια;1
atis;26
usus;1
emen;4
bante;1
bwano;3
dikin;6
παιδεια;1
ilk;1
oïl;25
ɡeɾn;10
buti;91
poite;5
pĕ;1
pɛ;1
pjeð;1
pjeθ;1
ðiɾ;1
meüɾ;1
miʀ;2
mûɾ;1
skū;1
kið;1
sæ;16
sɛ;5
ðə;1
seiə;1
seje;1
soiə;1
swɛə;1
fœ;1
nə;4
fã;1
õmə;1
ɔm;2
bĕ;2
bɛ;1
bɛłs;1
bɛaus;1
beaus;1
boiɾ;116
aboiɾ;45
bwɛɾ;1
bwɛʀ;1
bwaʀ;1
jū;1
ʤu;1
ʤi;1
ʤjeð;1
ʒje;1
kŏ;1
ʝō;3
koł;1
ʧjeɾ;2
t͡ʃjeɾ;7
ʃje;3
œ;16
û;8
fût;1
où;4
oû;1
souɾd;1
œu;14
deuks;11
œɾ;1
plein;4
ê;24
fenê;2
tesf;1
effa;3
elepant;3
leķon;1
nɡ;38
weekend;12
tʃ;25
doit;1
ù;4
ekou;1
î;12
seuɾ;3
dî;3
âxe;11
aaxe;8
dû;3
naïf;5
naï;6
aï;12
kœuɾ;18
effi;13
sœuɾ;2
ions;4
fleuɾ;9
fleuɾs;5
kʁwa;2
lə;3
etau;1
etauks;1
xeu;56
bleus;4
pneus;1
daus;8
nauks;8
mauks;16
ʝouks;2
nouks;6
pouks;1
email;8
emauks;1
tɾauks;15
sein;77
xouɾs;1
fè;11
kwam;4
bjent;7
dxø;2
bwaʁ;1
pɛl;1
aʝes;5
sɛs;1
ɲɔl;1
fouɾsko;1
t͡ʃef;63
kɾwa;5
skp;13
sftp;4
dtp;5
kkup;13
ɡest;9
ftps;2
kljent;6
asuk;1
pasb;4
kute;1
tftp;2
oftp;1
ptp;6
ftpd;3
ɾaw;65
στασις;2
inte;9
tiaw;3
ἰωσηπος;1
ματθιου;1
παῖς;1
jōsē;1
ιωσηπος;1
xoja;1
ɡwʃ;6
safed;8
buno;35
dfat;3
eɡo;105
ʝwood;13
ewd;16
wʝs;28
majoɾ;8
amw;1
keuɾ;3
xw;10
apjon;6
xü;9
kɾjeɡ;2
wiɾd;7
eiewi;1
ɾoɾs;3
ɡoei;2
ktab;2
xewiʃ;14
bɾew;29
daea;1
flint;6
bfo;3
leoik;1
leoam;6
rawoona;2
koɾɡ;3
t͡ʃaeop;7
eue;4
apati;13
taen;10
ɾkwe;1
axeɾ;18
fttis;1
soik;4
unwin;40
pod;19
xed;55
ɾiti;25
sakti;2
bɾot;60
klaw;9
ɡati;15
xmb;2
ffeks;1
tint;2
ksaos;2
wman;2
tnep;1
xp;11
fɾoa;2
uɾaɾ;12
t͡ʃuko;3
monɡ;12
ɲunɡ;1
ɲun;2
wuɾm;2
musko;1
saliʃ;1
sjuks;8
wakaʃ;1
aɾawa;4
sape;9
ɾua;7
ɾakm;4
pwel;25
sjowa;1
pĭx;1
ən;5
lsf;2
asl;4
lsm;2
öɡs;1
dsɡs;1
iɾsl;1
ls;86
bsl;2
ssl;128
nssl;1
niɾsl;1
pxm;1
isl;5
ɾuss;22
kike;20
adsi;1
ʃus;14
rest;119
akkeɾ;38
bomp;2
xolteɾ;1
waɾa;5
foul;7
bsi;6
sunk;1
pʝ̆a;1
xeō;1
kɾuɡ;19
γηος;1
μορφη;4
beɾɡs;27
leoʝ;1
χωρα;1
dipk;1
أبو;3
عبد;5
محمد;4
الإدريسي;1
lud;39
nekism;1
ɾɡs;1
aaɡ;2
ipus;5
ippu;1
denɡ;14
skaja;28
alawa;1
kaʝam;1
koam;2
iɾauɾ;4
salino;14
ure;20
oɲas;2
aɲaɾ;1
ulja;19
amun;29
aɡaun;1
ures;8
t͡saɾ;2
iɲu;5
affe;4
peeɾ;41
kddl;3
plk;24
tils;11
blobs;5
ɡnewsen;1
ɡiks;4
utu;15
moni;34
ɡnwe;3
bbf;1
ɡdb;2
ɡmp;4
mdk;4
ɡsl;1
ɡsip;3
t͡ɬab;9
neksen;1
tɾĭa;1
γεωμετρια;1
γῆ;3
xē;3
μετρια;1
ppɾa;1
mlo;2
klid;2
peɾspa;2
edn;2
ɡlwe;6
ɡlū;1
ɡlweɾ;1
noɾs;30
boɾs;21
ɾkss;1
desi;48
υ;9
mss;11
sps;5
ɾʝk;2
bɾooka;8
nwous;4
dout;3
atje;10
anakɾeon;9
fɡ;10
kɾoisset;4
fleu;15
ɾjot;43
xoje;9
ɾeķwes;1
flwos;4
kœuɾs;1
mkluan;9
moti;1
ɾax;40
ʝjano;14
tbouɾ;3
ʃootinɡ;5
keep;14
twold;2
ffo;66
aʝwa;1
ʃau;9
tskis;24
dɡɾa;28
kleɾ;44
rake;31
mkxi;27
deou;5
pauks;6
t͡ʃent;10
bfɾu;1
γερανος;1
ἑλληνικη;3
ɣλῶσσα;2
ɣλῶττα;2
ελληνικα;2
ɡɾiko;4
salen;19
ἀχαιοι;1
akajoi;1
iawa;5
ἀρχαια;1
παμφυλιακη;1
διαλεκτος;4
δωρικη;1
αρκαδοκυπριακη;1
ἰωνικὴ;1
ομηρικα;1
κοινὴ;1
nè;7
ɡlôs;2
ἀττικισμος;1
μεσαιωνικη;1
ελληνικη;3
κοινη;2
νεα;1
καθαρευουσα;1
δημοτικη;1
aleksjou;1
sʝa;3
bso;3
ɡê;2
unain;1
maɾʃak;2
juɡs;1
ɾjaen;2
ksum;8
adjan;4
bjae;3
ois;21
ɡwajen;1
txa;38
sseno;2
wio;32
obɾu;2
t͡ʃewii;1
ɾanki;47
laɾɡs;2
pɾunɡ;18
ɡlib;14
beusb;1
xekit;2
bkit;12
ɡdm;1
dkonf;1
ɡse;7
ttinɡs;1
udeb;2
adwai;5
looks;5
dwai;57
tswain;2
mikku;2
ʝɡ;4
toolkit;15
wʝt;40
leoi;5
kount;40
ploid;3
swf;2
naen;6
tbeni;4
ebinɡ;9
ɡtb;4
lɡb;25
pkks;3
kpaint;1
aol;30
wilʝ;2
blɾ;18
γενετικος;1
inǩi;4
xiǩin;3
bead;7
wab;15
ɾø;29
måɾ;2
stɾö;1
μk;2
ɡowi;18
ɡoul;14
pff;16
ɡwaus;1
ɲaa;1
pland;21
okɾe;26
lekik;2
ʝaos;3
pweɾti;3
sdk;5
eloi;92
ntɾa;23
buaɾ;10
tĭ;4
γραμματικῆ;1
tikē;5
γραμμα;2
pāṇi;6
aṣṭād;2
iī;4
γραμματικη;1
lkā;1
aswad;2
alii;7
fiɾs;8
fɾæði;1
ɾðin;2
ɾiǩ;4
skla;12
dšik;13
ebeɾaɾd;17
tsob;35
lions;8
abiɡ;5
pɾæ;6
ɡʝul;1
meil;3
ums;8
bbeɾ;50
st͡ʃil;16
ekkaɾt;13
ɾanke;7
otteɾ;10
oreɾ;1
iika;1
pme;1
pdɡ;6
epɡ;1
κυβερνειν;1
κυβερναω;1
kbbk;1
dwel;12
lewt;1
smoot;9
ɡfoɾd;15
mkin;20
weins;8
atxe;5
nesk;2
t͡ʃewi;3
wada;1
wke;1
koɾps;80
ftons;2
afɾika;33
wadam;3
tt͡ʃuɾ;11
nood;10
t͡ʃew;10
miko;70
pit;37
pike;23
tt͡ʃum;20
beɾoe;14
eɾʃei;15
bbje;65
bud;33
nenwe;1
apes;14
taut;17
tawks;2
louks;4
neon;89
ffɾe;37
kɾanam;1
rissei;7
pkin;15
t͡ʃoiɾ;6
peii;17
aɾps;1
boot͡ɬeɡs;2
boot͡ɬeɡ;7
siskel;1
sneak;2
bɾoadkast;26
twoɾld;4
sna;38
mankind;5
skɾap;1
ɾiūi;4
teaɾs;28
mewe;18
klips;22
iouɾ;129
fɾeeek;1
djoead;18
xbk;7
tdk;17
tsin;58
ɡtao;5
dated;16
bukat;2
bɾookeɾ;5
ʝains;2
bloodi;12
kult;12
ɡoodwin;29
ɾanko;9
ɾoun;19
dup;6
kɾl;2
boksel;1
ɾeel;12
fman;44
tbon;2
bont;9
näu;8
deswa;1
lekt;42
ooɾai;1
t͡sow;6
ksais;1
elèk;2
ʃeep;12
sf;5
dsik;2
unau;3
feit;2
skɾo;41
tfo;9
sbi;28
tfal;1
toaiu;8
ɡess;6
eels;9
wain;5
ɾaub;1
bɾit;33
kfka;1
lanski;78
woodou;8
ffɾjo;1
sapiɾs;3
sewood;2
laiɾ;5
xake;78
rel;64
xikawa;1
ttà;18
feist;3
subt;6
bɾam;62
pks;36
t͡ʃè;11
ʝaus;5
ɡouɾ;63
dɡlen;1
manwi;1
skea;1
sɾu;1
blad;23
owinɡ;1
dalbi;2
sadje;13
elwes;4
mwood;7
ʝuk;9
kɾepi;5
dkin;17
satuɾn;27
kooɡan;47
stɾoud;9
xeep;9
lsd;120
ufano;2
linni;15
klois;2
ʝaan;3
toed;4
peel;25
peels;1
ddens;11
lenk;12
xenkins;44
elwin;3
ksikos;1
xeoe;4
γαμετη;1
γαμετης;1
ɲuu;2
t͡ɬawi;20
ɡanti;13
kote;11
mawa;28
koawaiu;2
laen;5
noxu;8
kste;27
t͡si;123
sulte;2
akwil;1
imss;7
t͡ʃiwal;2
nalte;3
ɾasno;28
pɾd;23
tewa;46
at͡ʃis;2
kwau;94
t͡sis;5
kwaute;1
upeɡ;1
wieɡ;1
itsm;1
utɾnɡ;1
utkɡɡ;1
tisis;6
t͡ɬakax;1
meꞌ;1
paa;11
nnann;1
ɲomn;1
daa;8
at͡ɬiks;4
uɡt;48
sakas;11
ume;16
inad;6
ktb;26
kaiste;3
ruti;61
ɾaxus;1
tɾeɾ;3
tɾemp;3
xeɾk;2
ubje;10
sadis;6
tjuskas;1
ksols;2
ɲeɾ;24
tootoɾ;1
ɡɾeo;15
abɾja;17
eoin;4
tjuska;3
ɡant;4
olae;15
ssja;2
eɡia;20
koaɾ;22
mase;3
apjes;1
pɾade;3
luno;6
tfeind;1
يوسف;1
ملك;1
إسبانيا;1
علي;1
عدنان;1
آل;1
طعمة;1
bombs;3
klaʃ;48
t͡ʃikos;1
lumn;8
mª;17
ebɾe;4
ɾkup;23
tbl;2
saik;47
imɡ;3
sɾk;23
ekib;1
footeɾ;1
dpad;2
tpad;1
atom;27
siw;29
tpa;27
mwea;3
deweb;7
lawww;5
ksfoɾ;1
twɡ;4
wkaɡ;2
leksjas;1
dɾjes;12
nls;9
auɡ;37
nksa;12
moul;2
ukm;12
ʝɾd;6
ɜːɾd;1
ɲwes;3
ttɾans;1
ftpfs;1
init;14
pfi;13
pflo;1
ifso;1
teɾm;26
muks;6
fwd;1
ufs;4
ɡɾub;9
nɡwɾd;1
ἱστορια;2
ἱστορεῖν;2
weid;4
dati;20
ζῷα;1
ἱστοριαι;3
ἱστωρ;3
tōɾ;3
εἰδομαι;1
ekoʝs;1
luka;67
faɾb;2
bawm;8
kɾoʝs;1
koul;9
siʃ;2
ɾaea;20
biʃ;12
exeas;3
ἁδρος;1
xpk;1
isoes;5
okun;1
ɡlwons;2
ʃoa;10
imn;4
xaub;1
eljea;1
sandwɾst;4
nkja;1
beast;53
eeu;1
kα;2
teins;12
kxi;18
aɾon;32
akɾil;2
moad;1
dab;18
eskan;3
ɡabɾoi;1
pkbs;2
falteno;1
malteno;1
senoi;8
eksaeɾ;1
uɾuk;19
buɾs;13
tɾjadi;9
tɡla;5
swesse;3
makan;8
it͡ʃs;1
kuti;14
nue;3
lweɾ;9
fɾeund;9
dubi;3
nkels;1
ɾw;74
inob;7
ɾind;11
defi;3
otte;9
tɾjest;1
towaɾs;8
boottja;1
ὑδωρ;4
dōɾ;2
ὑδρος;1
γενος;3
ου;3
oeneim;4
υδρω;1
ffaɾd;5
toʝ;7
spins;2
ɡpa;11
tɾops;5
moeɾs;4
dtii;4
st͡ʃiko;2
fɾea;19
sno;147
mɡo;4
ἑρπετον;1
tjans;13
ttboe;2
ἑτερος;1
πωγων;2
tt͡ʃjei;1
paeus;4
fouɾn;1
isu;26
steaɾn;2
upp;20
ɡlod;7
sandi;45
oro;3
oteaɾ;3
iɾoud;4
skwl;2
seins;4
tɾaes;3
ʃjeld;11
teast;9
planka;1
lkül;2
t͡ʃein;4
tbot;3
paɾdi;6
ἡρακλειτος;1
ὁ;15
ἐφεσιος;1
φυσεως;3
μελαγχολια;1
pesja;5
dunk;4
fljus;1
αἰνικτης;1
asapes;1
σκοτεινος;1
ɾē;9
ẅl;4
φυσικοι;2
ἐρις;2
δικη;3
dikê;1
παντα;3
ρεῖ;1
φρονησιν;1
klean;35
sø;44
ἀληθεια;1
xeneit;1
ɡɡaɾt;8
teead;21
epè;1
mooɾei;1
bmu;16
ἡφαιστος;1
ηφαιστος;1
ifes;1
φαινω;1
nô;8
etna;11
seai;5
κουραι;1
χρυσεαι;1
ευκλεια;1
ευφημη;1
ευθηνια;1
φιλοφροσυνη;1
oleno;2
ttus;12
ἡφαιστον;1
tfau;3
weas;5
beus;5
duɾslei;3
ɡɡle;20
ɡɡles;14
skibs;1
xinni;5
dooms;1
ljef;5
newt;2
ɾoism;1
peski;1
polteɾ;7
ʝeɾt;2
dewald;1
blooms;14
mauld;1
ɾoald;35
stou;6
doub;2
aɡɾoal;3
iuku;4
lel;22
elel;1
puɾepe;1
wtk;13
samoa;52
sban;24
pää;24
leuɾ;23
peja;9
lekel;4
koik;2
mwen;5
luwas;1
tuku;8
nuku;3
bão;14
naani;2
swaʝ;9
dawe;2
aɡlab;1
xx;24
saadi;8
speke;8
st͡ʃwein;5
oɡo;7
uɡan;104
xowan;17
atens;8
dbuɾɡ;9
t͡ʃunk;1
leel;2
lissi;1
pwit;1
tʝem;2
jaʃ;1
ἡδονη;1
nē;4
kontɾae;23
etʝ;16
miksed;2
aflik;15
oleɾ;5
bɾia;1
deeswa;1
doof;2
imotep;4
dxo;24
sèɾ;1
sakja;1
speos;2
smea;12
edd;12
koɾt;13
blast;11
isam;8
odei;3
mkp;5
aɡɾoem;2
t͡ʃaus;29
ʝaɾt;4
tflaʃ;6
lpm;2
kante;17
ɾx;14
pdl;2
pɡl;1
opk;3
dia;17
tɾia;1
µs;6
möß;5
möss;4
πτηνος;1
ptè;1
awkins;38
fland;4
feuss;1
beld;62
mklean;16
bikinɡ;35
tweb;1
peɾl;279
stde;2
kʃ;10
tkʃ;3
ɾsks;1
weɾʃe;2
ɾʝno;7
apjum;1
ibos;5
lajo;3
majot;2
boti;3
mụa;5
ạ;3
saʿīd;1
̣asm;1
saʝ;31
āk;1
mān;8
iāɾ;1
liki;36
ɾisā;2
fī;7
faḍl;1
ɾūs;1
îa;20
sāb;2
faṣl;2
awāʾ;1
nịal;2
safat;5
lāk;2
ɡɾī;1
ṭawk;1
̣a;10
udɾi;5
diwan;6
adanɡ;2
daism;6
sab;46
awaʾ;1
ɾün;1
ɾîb;1
manṭik;1
abû;1
dawat;1
ɾjad;19
bist;50
̮asm;1
aksum;6
sɾī;2
wno;5
dbɾo;2
atels;7
ἰσος;2
τοπος;5
t͡ʃaɾt;18
jaea;5
mɾu;4
wskjan;1
pʝnɡ;1
ljenaɾd;3
kouls;2
pʝæ;8
woo;71
xjaw;1
xubal;4
waʝn;1
uɡab;1
asoɾs;1
iǔ;5
kaɾn;10
ɡonɡs;1
landx;1
xeso;1
nolt;1
spje;31
mooɡ;35
pleɾs;4
eɾke;1
eɾken;1
offset;7
ʃenɡ;6
tswen;1
amol;8
fust;8
st͡ʃö;13
ot͡ʃaɾ;3
noti;23
ott;19
ebooks;1
iksjoi;2
soofi;9
soɾʝ;3
dbla;13
leps;2
ɾejan;2
paeɾu;1
tʝeas;1
buɾm;2
pʝon;2
oris;1
skou;34
pɾjus;1
nated;8
t͡ʃjes;11
ɾkko;8
oika;5
tnet;8
kuwai;75
efnet;1
dfoɾ;10
plit;1
flood;9
nuke;1
ktkp;1
takeo;14
split;17
seɾb;7
miɾk;2
biɾk;1
ɾoom;32
elp;32
tseɾb;2
ʃikki;1
satum;5
siki;5
osel;2
iʝikum;3
pfeɾ;11
ɡpi;5
lejo;7
mjoi;5
tsaii;1
inf;9
uksd;6
bite;27
lisps;1
ast;12
iaɾb;2
ebal;8
ekmas;24
idl;7
mumps;1
ɾeksks;6
xɾubi;3
pʝn;24
skeak;9
tkl;8
aead;5
xbm;17
ɡɾoobi;3
dfu;3
apples;3
ɡwmp;68
tɡpt;5
mest;2
ipl;2
ʃɾd;2
bɾow;3
feuɾ;3
ʃank;5
kskon;2
abɾl;1
suʝ;24
melaɾt;1
musk;6
njak;57
spam;14
mɾis;3
ppɾ;4
jas;4
kɾwi;51
koɡs;2
bikan;3
t͡ʃtii;2
ikso;7
